Date_Short,Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,V_SPREAD_OPEN,V_SPREAD_CLOSE,TOTAL_OPEN,TOTAL_CLOSE,V_2H_SPREAD,2H_TOTAL
1124,20211124,517,V,Detroit,26,26,22,19,93,214.5,213,900,103.5,14,15,214.5,213,5,103.5
1124,20211124,518,H,Milwaukee,32,32,24,26,114,14,15,-1600,5,14,15,214.5,213,5,103.5
1124,20211124,519,V,Utah,21,28,32,29,110,12.5,14,-1200,10,12.5,14,208.5,208,10,108
1124,20211124,520,H,OklahomaCity,25,27,28,24,104,208.5,208,750,108,12.5,14,208.5,208,10,108
1124,20211124,521,V,Chicago,32,32,18,31,113,8.5,9.5,-500,2.5,8.5,9.5,213.5,217.5,2.5,111.5
1124,20211124,522,H,Houston,30,25,35,28,118,213.5,217.5,400,111.5,8.5,9.5,213.5,217.5,2.5,111.5
1124,20211124,523,V,Miami,27,35,20,19,101,2,1,-110,103.5,2,1,212.5,213.5,1.5,103.5
1124,20211124,524,H,Minnesota,30,24,32,27,113,212.5,213.5,-110,1.5,2,1,212.5,213.5,1.5,103.5
1124,20211124,525,V,Toronto,25,34,32,35,126,221.5,218,135,2.5,3.5,3.5,221.5,218,2.5,105.5
1124,20211124,526,H,Memphis,32,39,21,21,113,3.5,3.5,-155,105.5,3.5,3.5,221.5,218,2.5,105.5
1124,20211124,527,V,Washington,27,23,23,29,102,3.5,3.5,-165,8,3.5,3.5,209.5,211,8,104
1124,20211124,528,H,NewOrleans,36,36,23,32,127,209.5,211,145,104,3.5,3.5,209.5,211,8,104
1124,20211124,529,V,Atlanta,27,38,38,21,124,3,3.5,-165,1,3,3.5,221.5,222.5,1,108
1124,20211124,530,H,SanAntonio,27,31,25,23,106,221.5,222.5,145,108,3,3.5,221.5,222.5,1,108
1124,20211124,531,V,Portland,36,35,21,29,121,3,3.5,-160,2.5,3,3.5,226,225.5,2.5,110
1124,20211124,532,H,Sacramento,32,37,24,32,125,226,225.5,140,110,3,3.5,226,225.5,2.5,110
1124,20211124,533,V,Philadelphia,34,27,23,12,96,218.5,216.5,400,105.5,10.5,10,218.5,216.5,11.5,105.5
1124,20211124,534,H,GoldenState,23,29,34,30,116,10.5,10,-500,11.5,10.5,10,218.5,216.5,11.5,105.5
1126,20211126,535,V,Detroit,18,22,22,34,96,206,205.5,525,0.5,11.5,11.5,206,205.5,0.5,100
1126,20211126,536,H,LAClippers,30,34,18,25,107,11.5,11.5,-750,100,11.5,11.5,206,205.5,0.5,100
1126,20211126,537,V,Minnesota,28,30,25,32,115,224.5,226.5,110,2,3,2,224.5,226.5,2,108
1126,20211126,538,H,Charlotte,30,38,31,34,133,3,2,-130,108,3,2,224.5,226.5,2,108
1126,20211126,539,V,Phoenix,33,24,31,30,118,3,4,-165,108,3,4,216.5,214,2,108
1126,20211126,540,H,NewYork,27,17,27,26,97,216.5,214,145,2,3,4,216.5,214,2,108
1126,20211126,541,V,Chicago,27,28,35,33,123,8.5,9.5,-450,3,8.5,9.5,213.5,212.5,3,108.5
1126,20211126,542,H,Orlando,27,19,23,19,88,213.5,212.5,375,108.5,8.5,9.5,213.5,212.5,3,108.5
1126,20211126,543,V,Atlanta,29,33,43,27,132,224.5,1,-115,109.5,2,1,224.5,227,2,109.5
1126,20211126,544,H,Memphis,21,27,18,34,100,2,227,-105,2,2,1,224.5,227,2,109.5
1126,20211126,545,V,Toronto,35,22,24,16,97,213.5,209,170,0.5,3.5,5,213.5,209,0.5,101
1126,20211126,546,H,Indiana,31,35,26,22,114,3.5,5,-190,101,3.5,5,213.5,209,0.5,101
1126,20211126,547,V,Washington,25,31,20,25,101,7.5,6,-275,4,7.5,6,208.5,209.5,4,102.5
1126,20211126,548,H,OklahomaCity,27,27,14,31,99,208.5,209.5,235,102.5,7.5,6,208.5,209.5,4,102.5
1126,20211126,549,V,Boston,14,23,26,25,88,2.5,4.5,-180,7,2.5,4.5,215.5,213.5,7,108.5
1126,20211126,550,H,SanAntonio,30,22,18,26,96,215.5,213.5,160,108.5,2.5,4.5,215.5,213.5,7,108.5
1126,20211126,551,V,NewOrleans,23,23,26,26,98,213,218.5,650,110.5,12,13.5,213,218.5,9,110.5
1126,20211126,552,H,Utah,28,17,30,22,97,12,13.5,-1000,9,12,13.5,213,218.5,9,110.5
1126,20211126,553,V,Milwaukee,27,31,32,30,120,3.5,6.5,-245,0.5,3.5,6.5,213.5,215.5,0.5,110
1126,20211126,554,H,Denver,16,31,26,36,109,213.5,215.5,205,110,3.5,6.5,213.5,215.5,0.5,110
1126,20211126,555,V,Portland,26,18,26,33,103,224,225,200,1.5,6,6,224,225,1.5,110
1126,20211126,556,H,GoldenState,27,31,33,27,118,6,6,-240,110,6,6,224,225,1.5,110
1126,20211126,557,V,Sacramento,20,23,30,27,141,224.5,229,250,109.5,1,7.5,224.5,229,5,109.5
1126,20211126,558,H,LALakers,20,23,35,22,137,1,7.5,-300,5,1,7.5,224.5,229,5,109.5
1127,20211127,559,V,Minnesota,35,21,16,28,121,218,218,220,105.5,4,7,218,218,7.5,105.5
1127,20211127,560,H,Philadelphia,20,21,29,30,120,4,7,-270,7.5,4,7,218,218,7.5,105.5
1127,20211127,561,V,NewYork,28,23,34,14,99,218,217,270,104.5,4,8,218,217,6,104.5
1127,20211127,562,H,Atlanta,27,23,24,16,90,4,8,-340,6,4,8,218,217,6,104.5
1127,20211127,563,V,Phoenix,34,22,34,23,113,219,226,110,114,3,1.5,219,226,3,114
1127,20211127,564,H,Brooklyn,20,26,26,35,107,3,1.5,-130,3,3,1.5,219,226,3,114
1127,20211127,565,V,Charlotte,30,41,28,36,143,5.5,5,-210,5,5.5,5,221.5,227.5,5,111
1127,20211127,566,H,Houston,43,30,37,25,146,221.5,227.5,175,111,5.5,5,221.5,227.5,5,111
1127,20211127,567,V,Miami,27,22,23,35,107,1,1,-105,101,1,1,212,209.5,1.5,101
1127,20211127,568,H,Chicago,20,26,28,30,104,212,209.5,-115,1.5,1,1,212,209.5,1.5,101
1127,20211127,569,V,Orlando,22,27,20,23,92,203.5,204.5,375,105,7.5,10,203.5,204.5,5,105
1127,20211127,570,H,Cleveland,27,27,24,27,105,7.5,10,-500,5,7.5,10,203.5,204.5,5,105
1127,20211127,571,V,Washington,41,20,30,29,120,210.5,213,210,104.5,7.5,6.5,210.5,213,1,104.5
1127,20211127,572,H,Dallas,36,33,24,21,114,7.5,6.5,-250,1,7.5,6.5,210.5,213,1,104.5
1127,20211127,573,V,NewOrleans,23,22,22,38,105,217,215,650,109.5,13,12.5,217,215,1.5,109.5
1127,20211127,574,H,Utah,37,27,32,31,127,13,12.5,-1000,1.5,13,12.5,217,215,1.5,109.5
1128,20211128,501,V,GoldenState,20,24,31,30,105,1.5,2.5,-140,1.5,1.5,2.5,218,215.5,1.5,104
1128,20211128,502,H,LAClippers,24,18,26,22,90,218,215.5,120,104,1.5,2.5,218,215.5,1.5,104
1128,20211128,503,V,Milwaukee,26,26,39,27,118,3,2,-135,0.5,3,2,217.5,216.5,0.5,110.5
1128,20211128,504,H,Indiana,26,21,27,26,100,217.5,216.5,115,110.5,3,2,217.5,216.5,0.5,110.5
1128,20211128,505,V,Sacramento,25,27,22,27,101,2.5,223,150,4,2.5,4,214.5,223,4,107
1128,20211128,506,H,Memphis,38,38,30,22,128,214.5,4,-170,107,2.5,4,214.5,223,4,107
1128,20211128,507,V,Boston,27,27,26,29,109,210,2,-125,1,2.5,2,210,207,1,105.5
1128,20211128,508,H,Toronto,26,25,25,21,97,2.5,207,105,105.5,2.5,2,210,207,1,105.5
1128,20211128,509,V,Detroit,21,27,22,36,106,216.5,214.5,400,103.5,9.5,10.5,216.5,214.5,5.5,103.5
1128,20211128,510,H,LALakers,23,28,32,27,110,9.5,10.5,-525,5.5,9.5,10.5,216.5,214.5,5.5,103.5
1129,20211129,511,V,Orlando,19,24,35,18,96,208.5,205.5,750,104,15.5,14,208.5,205.5,4.5,104
1129,20211129,512,H,Philadelphia,31,23,27,20,101,15.5,14,-1200,4.5,15.5,14,208.5,205.5,4.5,104
1129,20211129,513,V,Denver,32,31,32,25,120,207.5,205.5,130,99,7.5,3,207.5,205.5,6.5,99
1129,20211129,514,H,Miami,23,20,35,33,111,7.5,3,-150,6.5,7.5,3,207.5,205.5,6.5,99
1129,20211129,515,V,OklahomaCity,23,14,23,29,89,213.5,217.5,120,1.5,3,2.5,213.5,217.5,1.5,105.5
1129,20211129,516,H,Houston,28,18,26,30,102,3,2.5,-140,105.5,3,2.5,213.5,217.5,1.5,105.5
1129,20211129,517,V,Indiana,26,31,19,22,98,218,220.5,150,106.5,4,4,218,220.5,4,106.5
1129,20211129,518,H,Minnesota,20,28,30,22,100,4,4,-170,4,4,4,218,220.5,4,106.5
1129,20211129,519,V,Charlotte,31,27,27,34,119,225,224.5,175,0.5,6.5,5.5,225,224.5,0.5,109.5
1129,20211129,520,H,Chicago,30,39,35,29,133,6.5,5.5,-200,109.5,6.5,5.5,225,224.5,0.5,109.5
1129,20211129,521,V,Cleveland,30,22,35,27,114,207,210.5,220,102.5,5,6.5,207,210.5,7,102.5
1129,20211129,522,H,Dallas,23,18,24,31,96,5,6.5,-260,7,5,6.5,207,210.5,7,102.5
1129,20211129,523,V,Washington,20,31,27,21,99,3,3,-155,0,3,3,214.5,214.5,0,104.5
1129,20211129,524,H,SanAntonio,20,25,39,32,116,214.5,214.5,135,104.5,3,3,214.5,214.5,0,104.5
1129,20211129,525,V,Portland,23,26,35,23,107,223,221.5,240,108,7.5,7,223,221.5,3,108
1129,20211129,526,H,Utah,21,32,41,35,129,7.5,7,-280,3,7.5,7,223,221.5,3,108
1129,20211129,527,V,NewOrleans,37,30,23,33,123,211,210.5,240,108,9,7,211,210.5,8.5,108
1129,20211129,528,H,LAClippers,22,30,26,26,104,9,7,-280,8.5,9,7,211,210.5,8.5,108
1130,20211130,529,V,Memphis,27,23,20,28,98,219.5,214.5,130,109.5,4.5,3,219.5,214.5,4.5,109.5
1130,20211130,530,H,Toronto,18,21,28,24,91,4.5,3,-150,4.5,4.5,3,219.5,214.5,4.5,109.5
1130,20211130,531,V,NewYork,28,33,23,26,110,218.5,215,200,105.5,6.5,6,218.5,215,5,105.5
1130,20211130,532,H,Brooklyn,33,27,28,24,112,6.5,6,-240,5,6.5,6,218.5,215,5,105.5
1130,20211130,533,V,LALakers,20,30,37,30,117,3.5,224,-110,1.5,3.5,0,227.5,224,1.5,108.5
1130,20211130,534,H,Sacramento,28,31,15,18,92,227.5,0,-110,108.5,3.5,0,227.5,224,1.5,108.5
1130,20211130,535,V,GoldenState,35,19,24,18,96,221,222.5,135,2,2.5,3,221,222.5,2,108
1130,20211130,536,H,Phoenix,31,25,24,24,104,2.5,3,-155,108,2.5,3,221,222.5,2,108
1130,20211130,537,V,Detroit,21,24,17,30,92,216,209.5,290,101.5,9.5,7.5,216,209.5,1,101.5
1130,20211130,538,H,Portland,27,27,29,27,110,9.5,7.5,-350,1,9.5,7.5,216,209.5,1,101.5
1201,20211201,539,V,Minnesota,24,33,31,19,107,216.5,217,150,105,2.5,3.5,216.5,217,2.5,105
1201,20211201,540,H,Washington,24,29,38,24,115,2.5,3.5,-170,2.5,2.5,3.5,216.5,217,2.5,105
1201,20211201,541,V,Atlanta,38,27,22,27,114,217.5,217.5,115,105.5,1,2,217.5,217.5,2.5,105.5
1201,20211201,542,H,Indiana,29,28,31,23,111,1,2,-135,2.5,1,2,217.5,217.5,2.5,105.5
1201,20211201,543,V,Denver,29,34,20,20,103,8.5,8,-340,101,8.5,8,207.5,208,0.5,101
1201,20211201,544,H,Orlando,15,32,32,29,108,207.5,208,280,0.5,8.5,8,207.5,208,0.5,101
1201,20211201,545,V,Philadelphia,20,20,23,24,87,210.5,206.5,135,99.5,2.5,3,210.5,206.5,1,99.5
1201,20211201,546,H,Boston,21,23,20,24,88,2.5,3,-155,1,2.5,3,210.5,206.5,1,99.5
1201,20211201,547,V,Cleveland,31,30,26,24,111,204.5,206.5,130,100.5,7.5,3,204.5,206.5,6.5,100.5
1201,20211201,548,H,Miami,16,27,20,22,85,7.5,3,-150,6.5,7.5,3,204.5,206.5,6.5,100.5
1201,20211201,549,V,Dallas,41,26,35,37,139,3.5,4,-170,105,3.5,4,213.5,216,3.5,105
1201,20211201,550,H,NewOrleans,23,23,29,32,107,213.5,216,150,3.5,3.5,4,213.5,216,3.5,105
1201,20211201,551,V,Houston,24,29,20,41,114,211.5,216.5,115,1,3.5,2.5,211.5,216.5,1,105
1201,20211201,552,H,OklahomaCity,26,34,21,29,110,3.5,2.5,-135,105,3.5,2.5,211.5,216.5,1,105
1201,20211201,553,V,Charlotte,41,27,27,30,125,230,230.5,300,112,8.5,9,230,230.5,9,112
1201,20211201,554,H,Milwaukee,25,35,37,30,127,8.5,9,-360,9,8.5,9,230,230.5,9,112
1201,20211201,555,V,Sacramento,29,33,37,25,124,215.5,215,205,104.5,7.5,6,215.5,215,5.5,104.5
1201,20211201,556,H,LAClippers,21,31,24,39,115,7.5,6,-245,5.5,7.5,6,215.5,215,5.5,104.5
1202,20211202,557,V,Chicago,37,32,20,30,119,1,2,-115,106.5,1,2,213.5,209.5,3.5,106.5
1202,20211202,558,H,NewYork,19,32,32,32,115,213.5,209.5,-105,3.5,1,2,213.5,209.5,3.5,106.5
1202,20211202,559,V,Milwaukee,23,17,28,25,93,4.5,216,-150,2,4.5,1.5,213.5,216,2,108.5
1202,20211202,560,H,Toronto,26,22,25,24,97,213.5,1.5,130,108.5,4.5,1.5,213.5,216,2,108.5
1202,20211202,561,V,OklahomaCity,16,20,26,17,79,215.5,210.5,340,2.5,9.5,11.5,215.5,210.5,2.5,102
1202,20211202,562,H,Memphis,31,41,41,39,152,9.5,11.5,-430,102,9.5,11.5,215.5,210.5,2.5,102
1202,20211202,563,V,Detroit,18,33,30,22,103,210.5,208,700,102.5,13,11.5,210.5,208,1,102.5
1202,20211202,564,H,Phoenix,30,39,18,27,114,13,11.5,-1100,1,13,11.5,210.5,208,1,102.5
1202,20211202,565,V,SanAntonio,32,36,16,30,114,221.5,215.5,195,106,3.5,5,221.5,215.5,7.5,106
1202,20211202,566,H,Portland,22,25,18,18,83,3.5,5,-230,7.5,3.5,5,221.5,215.5,7.5,106
1203,20211203,501,V,Miami,32,30,30,21,113,208,206,190,101.5,5.5,5.5,208,206,4,101.5
1203,20211203,502,H,Indiana,25,30,26,23,104,5.5,5.5,-220,4,5.5,5.5,208,206,4,101.5
1203,20211203,503,V,Cleveland,34,31,34,17,116,209,208.5,130,101.5,3,3,209,208.5,7,101.5
1203,20211203,504,H,Washington,29,17,26,29,101,3,3,-150,7,3,3,209,208.5,7,101.5
1203,20211203,505,V,Philadelphia,31,13,34,20,98,213,216,120,1.5,3,2.5,213,216,1.5,103.5
1203,20211203,506,H,Atlanta,22,30,35,9,96,3,2.5,-140,103.5,3,2.5,213,216,1.5,103.5
1203,20211203,507,V,Minnesota,34,21,30,20,105,219,219,340,105.5,8,9,219,219,4.5,105.5
1203,20211203,508,H,Brooklyn,27,32,27,24,110,8,9,-410,4.5,8,9,219,219,4.5,105.5
1203,20211203,509,V,Orlando,24,32,27,33,116,216,217.5,130,111,3,2.5,216,217.5,3,111
1203,20211203,510,H,Houston,31,23,30,34,118,3,2.5,-150,3,3,2.5,216,217.5,3,111
1203,20211203,511,V,NewOrleans,14,30,35,28,107,218.5,215,250,110.5,7.5,7,218.5,215,3,110.5
1203,20211203,512,H,Dallas,19,29,20,23,91,7.5,7,-300,3,7.5,7,218.5,215,3,110.5
1203,20211203,513,V,Boston,25,31,41,33,130,213,209.5,290,106.5,9,8,213,209.5,4,106.5
1203,20211203,514,H,Utah,38,21,41,37,137,9,8,-350,4,9,8,213,209.5,4,106.5
1203,20211203,515,V,Phoenix,21,27,20,28,96,215.5,215,250,110.5,7,7.5,215.5,215,3.5,110.5
1203,20211203,516,H,GoldenState,28,23,29,38,118,7,7.5,-300,3.5,7,7.5,215.5,215,3.5,110.5
1203,20211203,517,V,LAClippers,23,30,34,32,119,3.5,219,115,110.5,3.5,2.5,217,219,3,110.5
1203,20211203,518,H,LALakers,22,28,29,36,115,217,2.5,-135,3,3.5,2.5,217,219,3,110.5
1204,20211204,519,V,Denver,30,30,32,21,113,210.5,209,120,102.5,1.5,2.5,210.5,209,4,102.5
1204,20211204,520,H,NewYork,25,24,22,28,99,1.5,2.5,-140,4,1.5,2.5,210.5,209,4,102.5
1204,20211204,521,V,Chicago,28,24,27,32,111,220,222,120,113,3,2.5,220,222,1,113
1204,20211204,522,H,Brooklyn,34,22,26,25,107,3,2.5,-140,1,3,2.5,220,222,1,113
1204,20211204,523,V,Miami,23,29,24,26,102,215.5,211,220,2,5.5,6.5,215.5,211,2,102
1204,20211204,524,H,Milwaukee,34,35,36,19,124,5.5,6.5,-260,102,5.5,6.5,215.5,211,2,102
1204,20211204,525,V,Memphis,22,27,23,25,97,216.5,215,-110,109,5.5,0,216.5,215,3.5,109
1204,20211204,526,H,Dallas,18,19,21,32,90,5.5,0,-110,3.5,5.5,0,216.5,215,3.5,109
1204,20211204,527,V,SanAntonio,36,31,32,13,112,219.5,219,330,107.5,10,9,219.5,219,10,107.5
1204,20211204,528,H,GoldenState,21,37,30,19,107,10,9,-400,10,10,9,219.5,219,10,107.5
1204,20211204,529,V,Boston,38,26,39,42,145,1.5,211,-105,108.5,1.5,1,217.5,211,1.5,108.5
1204,20211204,530,H,Portland,23,35,26,33,117,217.5,1,-115,1.5,1.5,1,217.5,211,1.5,108.5
1204,20211204,531,V,LAClippers,29,16,25,29,99,1.5,2,-125,2.5,1.5,2,215.5,219,2.5,111
1204,20211204,532,H,Sacramento,29,21,26,28,104,215.5,219,105,111,1.5,2,215.5,219,2.5,111
1205,20211205,533,V,Utah,32,28,31,18,109,6,5,-200,2,6,5,210,213.5,2,108.5
1205,20211205,534,H,Cleveland,29,26,27,26,108,210,213.5,175,108.5,6,5,210,213.5,2,108.5
1205,20211205,535,V,Washington,12,30,26,22,90,212.5,212.5,100,5.5,1.5,1,212.5,212.5,5.5,103.5
1205,20211205,536,H,Toronto,23,40,21,18,102,1.5,1,-120,103.5,1.5,1,212.5,212.5,5.5,103.5
1205,20211205,537,V,Charlotte,30,38,31,31,130,224.5,225.5,270,109.5,7,7.5,224.5,225.5,8,109.5
1205,20211205,538,H,Atlanta,30,31,31,35,127,7,7.5,-330,8,7,7.5,224.5,225.5,8,109.5
1205,20211205,539,V,NewOrleans,26,23,36,23,108,3,2.5,-145,3.5,3,2.5,222.5,222,3.5,113.5
1205,20211205,540,H,Houston,28,29,37,24,118,222.5,222,125,113.5,3,2.5,222.5,222,3.5,113.5
1206,20211206,541,V,Philadelphia,23,44,28,24,127,206.5,7.5,-300,3,4.5,7.5,206.5,214,3,106
1206,20211206,542,H,Charlotte,34,28,31,26,124,4.5,214,250,106,4.5,7.5,206.5,214,3,106
1206,20211206,543,V,OklahomaCity,28,22,22,42,114,206.5,205,135,2,4.5,3,206.5,205,2,102
1206,20211206,544,H,Detroit,37,26,18,22,103,4.5,3,-155,102,4.5,3,206.5,205,2,102
1206,20211206,545,V,Washington,18,29,31,32,110,212.5,211.5,190,1,5.5,6,212.5,211.5,1,103
1206,20211206,546,H,Indiana,28,30,30,28,116,5.5,6,-220,103,5.5,6,212.5,211.5,1,103
1206,20211206,547,V,Memphis,34,26,22,23,105,215.5,213,185,109.5,4.5,5.5,215.5,213,6,109.5
1206,20211206,548,H,Miami,25,24,18,23,90,4.5,5.5,-215,6,4.5,5.5,215.5,213,6,109.5
1206,20211206,549,V,Denver,27,22,22,26,97,214,213.5,115,103.5,5,2,214,213.5,0.5,103.5
1206,20211206,550,H,Chicago,18,28,31,32,109,5,2,-135,0.5,5,2,214,213.5,0.5,103.5
1206,20211206,551,V,Atlanta,33,28,35,25,121,219.5,221.5,110,108.5,1.5,2,219.5,221.5,4,108.5
1206,20211206,552,H,Minnesota,24,24,30,32,110,1.5,2,-130,4,1.5,2,219.5,221.5,4,108.5
1206,20211206,553,V,Cleveland,24,26,28,26,104,213.5,215,300,103.5,7.5,9,213.5,215,3.5,103.5
1206,20211206,554,H,Milwaukee,24,32,32,24,112,7.5,9,-360,3.5,7.5,9,213.5,215,3.5,103.5
1206,20211206,555,V,SanAntonio,33,15,22,34,104,218.5,215.5,250,104,7.5,7,218.5,215.5,3.5,104
1206,20211206,556,H,Phoenix,26,25,28,29,108,7.5,7,-300,3.5,7.5,7,218.5,215.5,3.5,104
1206,20211206,557,V,LAClippers,27,21,29,25,102,3.5,5,-200,4,3.5,5,215.5,213,4,108.5
1206,20211206,558,H,Portland,26,23,25,16,90,215.5,213,175,108.5,3.5,5,215.5,213,4,108.5
1206,20211206,559,V,Orlando,26,18,35,16,95,216,217.5,950,111,13.5,16,216,217.5,3,111
1206,20211206,560,H,GoldenState,31,34,33,28,126,13.5,16,-1800,3,13.5,16,216,217.5,3,111
1207,20211207,561,V,Brooklyn,21,29,25,27,102,2.5,1.5,-125,5,2.5,1.5,215.5,221,5,107.5
1207,20211207,562,H,Dallas,27,35,24,13,99,215.5,221,105,107.5,2.5,1.5,215.5,221,5,107.5
1207,20211207,563,V,NewYork,28,34,33,26,121,2.5,1.5,-125,102.5,2.5,1.5,212.5,211.5,0.5,102.5
1207,20211207,564,H,SanAntonio,28,28,25,28,109,212.5,211.5,105,0.5,2.5,1.5,212.5,211.5,0.5,102.5
1207,20211207,565,V,Boston,33,22,20,27,102,217.5,220.5,130,111.5,2.5,3,217.5,220.5,0.5,111.5
1207,20211207,566,H,LALakers,31,29,31,26,117,2.5,3,-150,0.5,2.5,3,217.5,220.5,0.5,111.5
1208,20211208,501,V,NewYork,29,28,19,26,102,213,208,180,1.5,4.5,5,213,208,1.5,101
1208,20211208,502,H,Indiana,36,34,26,26,122,4.5,5,-210,101,4.5,5,213,208,1.5,101
1208,20211208,503,V,Chicago,24,19,23,26,92,208,212.5,145,1.5,0,3,208,212.5,1.5,107.5
1208,20211208,504,H,Cleveland,29,23,30,33,115,0,3,-165,107.5,0,3,208,212.5,1.5,107.5
1208,20211208,505,V,Washington,27,25,37,17,119,5.5,5,-200,5,5.5,5,209.5,210.5,5,101.5
1208,20211208,506,H,Detroit,29,31,26,20,116,209.5,210.5,175,101.5,5.5,5,209.5,210.5,5,101.5
1208,20211208,507,V,Philadelphia,26,25,31,28,110,6.5,6.5,-250,5,6.5,6.5,217.5,216,5,104.5
1208,20211208,508,H,Charlotte,26,27,28,25,106,217.5,216,210,104.5,6.5,6.5,217.5,216,5,104.5
1208,20211208,509,V,OklahomaCity,26,28,33,23,110,208,206,265,100.5,7,7.5,208,206,1.5,100.5
1208,20211208,510,H,Toronto,36,28,12,33,109,7,7.5,-320,1.5,7,7.5,208,206,1.5,100.5
1208,20211208,511,V,Milwaukee,26,25,26,27,104,6.5,6.5,-260,1.5,6.5,6.5,216.5,217.5,1.5,111
1208,20211208,512,H,Miami,24,20,39,30,113,216.5,217.5,220,111,6.5,6.5,216.5,217.5,1.5,111
1208,20211208,513,V,Brooklyn,23,29,21,31,104,6.5,3.5,-160,6.5,6.5,3.5,225,223,6.5,109
1208,20211208,514,H,Houston,30,37,23,24,114,225,223,140,109,6.5,3.5,225,223,6.5,109
1208,20211208,515,V,Utah,34,26,35,41,136,8.5,6.5,-280,4.5,8.5,6.5,220.5,218,4.5,112
1208,20211208,516,H,Minnesota,33,26,22,23,104,220.5,218,240,112,8.5,6.5,220.5,218,4.5,112
1208,20211208,517,V,Dallas,26,22,28,28,104,215.5,219,100,105,4.5,1,215.5,219,0.5,105
1208,20211208,518,H,Memphis,25,27,23,21,96,4.5,1,-120,0.5,4.5,1,215.5,219,0.5,105
1208,20211208,519,V,Denver,35,29,16,25,120,4,2,-130,103.5,4,2,216,213.5,0.5,103.5
1208,20211208,520,H,NewOrleans,33,24,20,28,114,216,213.5,110,0.5,4,2,216,213.5,0.5,103.5
1208,20211208,521,V,Orlando,36,31,25,38,130,220,223,250,114.5,8,7.5,220,223,3.5,114.5
1208,20211208,522,H,Sacramento,38,32,34,38,142,8,7.5,-300,3.5,8,7.5,220,223,3.5,114.5
1208,20211208,523,V,Portland,23,22,21,28,94,217.5,215.5,850,104.5,13.5,14.5,217.5,215.5,8.5,104.5
1208,20211208,524,H,GoldenState,26,21,29,28,104,13.5,14.5,-1500,8.5,13.5,14.5,217.5,215.5,8.5,104.5
1208,20211208,525,V,Boston,28,23,27,33,111,212.5,209,100,4.5,3,0,212.5,209,4.5,107.5
1208,20211208,526,H,LAClippers,24,39,24,27,114,3,0,-120,107.5,3,0,212.5,209,4.5,107.5
1209,20211209,527,V,Utah,27,34,27,30,118,3.5,3,-140,110.5,3.5,3,217.5,216,1,110.5
1209,20211209,528,H,Philadelphia,32,22,22,20,96,217.5,216,120,1,3.5,3,217.5,216,1,110.5
1209,20211209,529,V,LALakers,29,24,25,17,95,2.5,4,-175,4.5,2.5,4,221,221.5,4.5,107.5
1209,20211209,530,H,Memphis,25,34,26,23,108,221,221.5,155,107.5,2.5,4,221,221.5,4.5,107.5
1209,20211209,531,V,Denver,29,36,25,21,111,1.5,216.5,120,1.5,1.5,2,214.5,216.5,1.5,105
1209,20211209,532,H,SanAntonio,37,37,26,23,123,214.5,2,-140,105,1.5,2,214.5,216.5,1.5,105
1210,20211210,533,V,Sacramento,36,35,28,24,123,1.5,1.5,-125,0.5,1.5,1.5,227.5,232.5,0.5,114
1210,20211210,534,H,Charlotte,37,32,29,26,124,227.5,232.5,105,114,1.5,1.5,227.5,232.5,0.5,114
1210,20211210,535,V,Dallas,26,28,26,13,93,213.5,213.5,110,0.5,2,2,213.5,213.5,0.5,103.5
1210,20211210,536,H,Indiana,22,34,26,24,106,2,2,-130,103.5,2,2,213.5,213.5,0.5,103.5
1210,20211210,537,V,Brooklyn,26,26,37,24,113,1,227.5,110,110,1,2,224,227.5,0.5,110
1210,20211210,538,H,Atlanta,26,29,36,14,105,224,2,-130,0.5,1,2,224,227.5,0.5,110
1210,20211210,539,V,NewYork,14,28,23,22,87,209,207.5,105,2,1.5,1.5,209,207.5,2,100
1210,20211210,540,H,Toronto,31,19,19,21,90,1.5,1.5,-125,100,1.5,1.5,209,207.5,2,100
1210,20211210,541,V,Cleveland,34,31,27,31,123,213.5,2,-125,104.5,1,2,213.5,214,4,104.5
1210,20211210,542,H,Minnesota,20,24,27,35,106,1,214,105,4,1,2,213.5,214,4,104.5
1210,20211210,543,V,Milwaukee,26,32,32,33,123,7.5,9.5,-420,9,7.5,9.5,225,227.5,9,115
1210,20211210,544,H,Houston,23,42,30,19,114,225,227.5,350,115,7.5,9.5,225,227.5,9,115
1210,20211210,545,V,LALakers,32,32,29,23,116,6,4,-170,105.5,6,4,216,217.5,3,105.5
1210,20211210,546,H,OklahomaCity,18,27,23,27,95,216,217.5,150,3,6,4,216,217.5,3,105.5
1210,20211210,547,V,Detroit,32,23,12,26,93,212.5,211.5,200,102.5,6.5,6.5,212.5,211.5,5,102.5
1210,20211210,548,H,NewOrleans,25,29,29,26,109,6.5,6.5,-240,5,6.5,6.5,212.5,211.5,5,102.5
1210,20211210,549,V,Boston,24,15,30,21,90,216.5,214.5,140,3.5,5.5,3,216.5,214.5,3.5,108.5
1210,20211210,550,H,Phoenix,25,32,27,27,111,5.5,3,-160,108.5,5.5,3,216.5,214.5,3.5,108.5
1211,20211211,551,V,Orlando,30,14,31,29,104,211.5,215.5,280,109.5,11,8.5,211.5,215.5,2.5,109.5
1211,20211211,552,H,LAClippers,23,26,29,28,106,11,8.5,-340,2.5,11,8.5,211.5,215.5,2.5,109.5
